iter	Logloss
675	0.1306558541
676	0.1304929455
677	0.1302793764
678	0.1300932737
679	0.1299512805
680	0.1296979337
681	0.1294549111
682	0.1292275597
683	0.1290391315
684	0.1288748011
685	0.1286002713
686	0.1284461628
687	0.1281857186
688	0.1279826263
689	0.1277529234
690	0.1276625339
691	0.1274048705
692	0.1271916268
693	0.1269584449
694	0.1267711316
695	0.1265489297
696	0.1264135587
697	0.1262457838
698	0.1260815745
699	0.1258520639
700	0.1257057832
701	0.1255600508
702	0.1253117591
703	0.1250715571
704	0.1248432543
705	0.1246331883
706	0.1244318572
707	0.1242069464
708	0.1240011089
709	0.1237730593
710	0.1235428724
711	0.1233245624
712	0.1231071602
713	0.1228594266
714	0.122715685
715	0.1225543626
716	0.1223499905
717	0.1221526371
718	0.1218878997
719	0.1217148246
720	0.1214864652
721	0.1212770362
722	0.121119949
723	0.1208888095
724	0.1206773332
725	0.1204639476
726	0.1202641958
727	0.1201016471
728	0.1198811585
729	0.1196626767
730	0.1195590138
731	0.1193542243
732	0.1192141695
733	0.1190279266
734	0.1187968909
735	0.1186230625
736	0.1184445658
737	0.1182805599
738	0.1180766828
739	0.1178503839
740	0.1176726134
741	0.1175086816
742	0.1172979294
743	0.1171264962
744	0.1169870293
745	0.1167921816
746	0.1165545148
747	0.1163972346
748	0.116182949
749	0.1159630099
750	0.1157630425
751	0.1155532898
752	0.1153454083
753	0.1151235381
754	0.1149332201
755	0.1148142973
756	0.1146193718
757	0.1144044701
055404405
759	0.105355987
760	0.1052328841
761	0.1050666149
762	0.1049255787
763	0.1047439002
764	0.1045450125
765	0.1042651126
766	0.1040976532
767	0.1038699043
768	0.1036373942
769	0.1034699777
770	0.1033228394
72	0.111807485
773	0.1116083388
774	0.111446182
775	0.1113225465
776	0.1111486598
777	0.110992055
778	0.1108921384
779	0.1107219889
780	0.1105003124
781	0.1103162555
782	0.1101359113
783	0.1099364856
784	0.109757045
785	0.1095625768
786	0.109412102
787	0.1092785393
788	0.109129398
789	0.1089661918
790	0.1088955756
791	0.1087085476
792	0.1085702783
793	0.1084345062
794	0.1083043172
795	0.1081615671
796	0.1079621691
797	0.107750011
798	0.1075341921
799	0.1073342559
800	0.1071978546
801	0.1070486792
802	0.1068721439
803	0.1067404327
804	0.106539223
805	0.106352399
806	0.1062110522
807	0.106062818
808	0.1059027626
809	0.1056962371
810	0.105505874
811	0.105370229
812	0.105213168
813	0.1050260022
814	0.1048282007
815	0.1046781853
816	0.1045480343
817	0.1044232076
818	0.1042739844
819	0.1041032235
820	0.1039969098
821	0.1038153248
822	0.1036380473
823	0.1034624791
824	0.1033878112
825	0.1032288146
826	0.1030805549
827	0.1029415488
828	0.1028018959
829	0.1026632432
830	0.1024756539
831	0.1023511211
832	0.1021914563
833	0.1020708688
834	0.1019169233
835	0.1018061477
836	0.1016878791
837	0.1015167974
838	0.1013813287
839	0.1011754478
840	0.1009578374
841	0.1007226529
842	0.1005713264
843	0.1004463419
844	0.1002558034
845	0.1001285903
846	0.09994359446
847	0.09977050883
848	0.09963931375
849	0.09954598384
850	0.09941212142
851	0.09925193948
852	0.09904023854
853	0.09890468751
854	0.09875585706
855	0.09862112596
856	0.09846655066
857	0.0982985832
858	0.09817952063
859	0.09798195528
860	0.09784219949
861	0.09770369172
862	0.09753670791
863	0.09739755421
864	0.09734198211
865	0.09718448494
866	0.09704301058
867	0.09688550133
868	0.09675066109
869	0.09659190607
870	0.09645583795
871	0.09629238614
872	0.09620360183
873	0.09599309567
874	0.09585225873
875	0.0957683166
876	0.09563699449
877	0.0954715727
878	0.09527900116
879	0.09515981558
880	0.09500835358
881	0.09495069654
882	0.09487513172
883	0.09473531376
884	0.09462902112
885	0.0944499719
886	0.09428860323
887	0.09412308661
888	0.09400431255
332040386
884	0.08317875504
885	0.08303193885
886	0.08286131301
887	0.08273547452
888	0.08260564151
889	0.08245965509
890	0.08229740655
891	0.08214148124
892	0.08201046777
893	0.08183653001
	0.09249728124
899	0.09230388665
900	0.09223361266
901	0.09213503396
902	0.09200558519
903	0.09184235211
904	0.09174888666
905	0.0916299055
906	0.09145454663
907	0.09132058222
908	0.0912197589
909	0.09103745904
910	0.09090902389
911	0.09079071371
912	0.09065988721
913	0.09053667312
914	0.09043332381
915	0.0902913234
916	0.09016633213
917	0.09004522936
918	0.08989185419
919	0.0897842299
920	0.08966305869
921	0.08956951719
922	0.08940827556
923	0.08927762799
924	0.0891268808
925	0.08895917994
926	0.08883671689
	0.004182701039
859	0.004178901998
860	0.004172329607
861	0.004164936395
862	0.004159618721
863	0.004153884151
864	0.00414661887
865	0.004142908844
866	0.004138196387
867	0.004133418622
868	0.004127998066
869	0.004125788333
870	0.004118740894
871	0.004109504299
872	0.004104729218
873	0.004100101303
874	0.004093035077
875	0.004088204081
876	0.004084504791
877	0.004078826582
878	0.004071776907
879	0.004071776907
880	0.004069189641
881	0.00406223256
882	0.004057155988
883	0.0040550554
884	0.004050519185
885	0.004043174729
886	0.004038133496
887	0.004034468202
888	0.004030195454
889	0.004024846021
890	0.004015190293
891	0.004007547926
892	0.004003726519
893	0.003998239313
894	0.003992916719
895	0.003985185784
896	0.00398159385
897	0.003973453622
898	0.00396710802
899	0.00396161142
900	0.003954735303
901	0.003954735303
902	0.003949394817
903	0.003942874314
904	0.003936898194
905	0.00393214861
906	0.003927127058
907	0.003918224607
908	0.003915485253
909	0.003904925055
910	0.003904915214
911	0.003899559966
912	0.00389418593
913	0.003890441462
914	0.003890406124
915	0.003886798086
916	0.003883110426
917	0.003883133239
918	0.003882249793
919	0.003878417203
920	0.003874064386
921	0.003871529903
922	0.003865005375
923	0.003860595302
924	0.003851716111
925	0.003848087497
926	0.003846998286
927	0.00384325337
928	0.003836061896
929	0.003832079456
930	0.003827747216
931	0.003822689879
932	0.003816879265
933	0.003812886537
934	0.003810601655
935	0.003804988754
936	0.003801993984
937	0.003800409149
938	0.003796155189
939	0.003792642429
940	0.003788862175
941	0.003783395545
942	0.003778130207
943	0.003772974014
944	0.003772932414
945	0.003768179251
946	0.003765183139
947	0.00376063932
948	0.003755168664
949	0.003753496156
950	0.00375034751
951	0.003743894776
952	0.003743191821
953	0.003738849069
954	0.003736597065
955	0.003733316461
956	0.003728495754
957	0.003723709937
958	0.003721102094
959	0.003715749753
960	0.003715732979
961	0.003712119126
962	0.003706936094
963	0.003706931173
964	0.003706139427
965	0.003701749483
966	0.003701704975
967	0.003698157101
968	0.003692654239
969	0.003689792769
970	0.003684423654
971	0.003681108831
972	0.003677574376
973	0.003671933741
974	0.003665112644
975	0.003661273121
976	0.003661265293
977	0.00365594583
978	0.003650680716
979	0.003648103514
980	0.003643987103
981	0.003640164577
982	0.003635389273
983	0.003632167267
984	0.003626718977
985	0.003621683783
986	0.00361861789
987	0.00361493515
988	0.003609507437
989	0.003603587007
990	0.003597662552
991	0.00359579479
992	0.003593723948
993	0.003593694873
994	0.003589296878
995	0.003586128326
996	0.003582355229
997	0.003577692647
998	0.003573519428
999	0.003571915358
791
997	0.002835927045
998	0.002832607525
999	0.002828809155
